id,invoice_id,credit_card_number,credit_card_expiration_date,result,created_at,updated_at
798,798,4758927080057235,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
799,799,4793773608462501,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
800,800,4041734867710335,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
801,801,4355238738136404,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
802,802,4011334417286097,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
803,803,4846687214495550,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
804,804,4979525074035873,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
805,805,4186914576528554,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
806,806,4247422627112176,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
807,807,4011619781049950,,success,2012-02-26 20:57:22 UTC,2012-02-26 20:57:22 UTC
808,808,4747671184502806,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
809,809,4713396783287800,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
810,810,4669715985881950,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
811,811,4597752237641697,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
812,812,4645240954636074,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
813,813,4482357154864696,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
814,814,4378845889777546,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
815,815,4227253208908165,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
816,816,4287154442747353,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
817,817,4125012141794666,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
818,818,4841406812571347,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
819,819,4278374344549453,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
820,820,4736477269775651,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
821,821,4312594168478529,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
822,822,4585864412577842,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
823,823,4391284199220788,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
824,824,4990649074024779,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
825,825,4116450658036406,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
826,826,4147429920993998,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
827,827,4717842281699456,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
828,828,4473999967727562,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
829,829,4499271837291848,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
830,830,4276139760049446,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
831,831,4034281716467794,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
832,832,4759159949948485,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
833,833,4938283915640988,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
834,834,4121279665220314,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
835,835,4232188668965672,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
836,836,4286446277738624,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
837,837,4508978150857043,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
838,838,4766198995990058,,success,2012-02-26 20:57:23 UTC,2012-02-26 20:57:23 UTC
839,839,4378429278453135,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
840,840,4248378703387153,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
841,841,4315102591391076,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
842,842,4699471532623639,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
843,843,4701745761183225,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
844,844,4821762440860542,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
845,845,4662070882115480,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
846,846,4456106513045656,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
847,847,4509252896377679,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
848,848,4504281763135005,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
849,849,4761402869430422,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
850,850,4035642246277840,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
851,851,4339011486989219,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
852,852,4209631777017752,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
853,853,4449264449032712,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
854,854,4295658286244557,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
855,855,4026107887098450,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
856,856,4897881744159195,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
857,857,4255255706413877,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
858,858,4041601104199139,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
859,859,4476671449025979,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
860,860,4506946620516652,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
861,861,4066823820045009,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
862,862,4301498657121447,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
863,863,4226880254915078,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
864,864,4861044745840204,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
865,865,4573926975322069,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
866,866,4917955019019462,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
867,867,4807387180894175,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
868,868,4488832018936050,,success,2012-02-26 20:57:24 UTC,2012-02-26 20:57:24 UTC
869,869,4710246369216115,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
870,870,4884300650432360,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
871,871,4136282637213302,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
872,872,4567194554605773,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
873,873,4759543601232279,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
874,874,4497716705934030,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
875,875,4131275465740238,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
876,876,4387294071632427,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
877,877,4167538340545891,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
878,878,4429776182926262,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
879,879,4244757795130549,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
880,880,4069051451585037,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
881,881,4629799050630089,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
882,882,4393337508202331,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
883,883,4438218150233767,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
884,884,4601242629110304,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
885,885,4130659138967161,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
886,886,4860583713753351,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
887,887,4428808986189447,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
888,888,4346693409892878,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
889,889,4612391883357016,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
890,890,4932353898180241,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
891,891,4946102286679408,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
892,892,4096198825769315,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
893,893,4275378481220021,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
894,894,4783200534330898,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
895,895,4733908818020437,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
896,896,4711732887592227,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
897,897,4172127686789738,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
898,898,4387670370906263,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
899,899,4405336390962757,,success,2012-02-26 20:57:25 UTC,2012-02-26 20:57:25 UTC
900,900,4913485983508979,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
901,901,4521061076636185,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
902,902,4749336285819657,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
903,903,4466549795506136,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
904,904,4351057339903874,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
905,905,4244451512960574,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
906,906,4765929873457755,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
907,907,4782838224729777,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
908,908,4194772266073608,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
909,909,4585581305708224,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
910,910,4510857274237378,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
911,911,4575670179816588,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
912,912,4093190231517403,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
913,913,4431725330897195,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
914,914,4314357396842628,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
915,915,4450312876033810,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
916,916,4032310968031514,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
917,917,4235604506304232,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
918,918,4426515555558827,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
919,919,4440209700351335,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
920,920,4250584879334270,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
921,921,4026142167262335,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
922,922,4913556072622190,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
923,923,4808127849805844,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
924,924,4973244290277226,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
925,925,4064014542978927,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
926,926,4214532559380101,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
927,927,4345061707466861,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
928,928,4960868386337935,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
929,929,4830556223222160,,success,2012-02-26 20:57:26 UTC,2012-02-26 20:57:26 UTC
930,930,4081307217902831,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
931,931,4319167540326758,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
932,932,4627737460388450,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
933,933,4278425236757601,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
934,934,4474004854850317,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
935,935,4806524850373436,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
936,936,4452790850744929,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
937,937,4650432165391529,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
938,938,4880113784935275,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
939,939,4476740748656567,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
940,940,4859258262960280,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
941,941,4988736743808526,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
942,942,4868942182399489,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
943,943,4265134250667331,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
944,944,4645357413207575,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
945,945,4366129018753398,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
946,946,4872360603634391,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
947,947,4914516333497469,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
948,948,4900505831909407,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
949,949,4760480976136966,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
950,950,4306169259057903,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
951,951,4093625209074963,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
952,952,4442135303126440,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
953,953,4412764556028750,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
954,954,4608402011974674,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
955,955,4466699970287440,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
956,956,4262379466425909,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
957,957,4295264507016468,,success,2012-02-26 20:57:27 UTC,2012-02-26 20:57:27 UTC
958,958,4297326788315558,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
959,959,4939313859864013,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
960,960,4719410524977429,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
961,961,4295808076859684,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
962,962,4044619629971088,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
963,963,4439708203237797,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
964,964,4109161145915774,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
965,965,4826052870290926,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
966,966,4380927059972774,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
967,967,4923649497255195,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
968,968,4119170643433391,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
969,969,4801849491395303,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
970,970,4503111837055932,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
971,971,4400559016665351,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
972,972,4628172186403646,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
973,973,4886579535608875,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
974,974,4429327869095177,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
975,975,4137127207849143,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
976,976,4546562090519575,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
977,977,4655603671054383,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
978,978,4375992683890160,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
979,979,4752762826608685,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
980,980,4871177561499341,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
981,981,4701566577085786,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
982,982,4832982388932372,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
983,983,4603624271498836,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
984,984,4987488792142745,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
985,985,4402123063515421,,success,2012-02-26 20:57:28 UTC,2012-02-26 20:57:28 UTC
986,986,4025105469968061,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
987,987,4344117035474541,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
988,988,4223285080116148,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
989,989,4982337427675848,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
990,990,4897332941035139,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
991,991,4430569652715542,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
992,992,4761980627720510,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
993,993,4910585252429492,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
994,994,4713496896737298,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
995,995,4350427206407818,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
996,996,4401820795050882,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
997,997,4562946282263140,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
998,998,4997192821306853,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
999,999,4815905618015906,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1000,1000,4120188121726218,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1001,1001,4402734818492344,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1002,1002,4129033500959376,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1003,1003,4409305542160794,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1004,1004,4619080824311272,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1005,1005,4082204509636561,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1006,1006,4478541888985356,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1007,1007,4473334832724059,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1008,1008,4008532464737446,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1009,1009,4562341007326764,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1010,1010,4713092080927123,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1011,1011,4804617706205880,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1012,1012,4328796936715028,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1013,1013,4119742959017858,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1014,1014,4488640612522575,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1015,1015,4171688633780976,,success,2012-02-26 20:57:29 UTC,2012-02-26 20:57:29 UTC
1016,1016,4690261152606299,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1017,1017,4229969802352356,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1018,1018,4232940920313636,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1019,1019,4465110558013330,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1020,1020,4172915032003278,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1021,1021,4152263180894373,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1022,1022,4495968657897557,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1023,1023,4575007907384639,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1024,1024,4424433806633731,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1025,1025,4042432288357371,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1026,1026,4200286983310868,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1027,1027,4470002061281624,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1028,1028,4089819557407972,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1029,1029,4219576350002216,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1030,1030,4590122157291530,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1031,1031,4807955124823153,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1032,1032,4146094825322844,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1033,1033,4146080431227904,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1034,1034,4630533782522386,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1035,1035,4408675656248798,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1036,1036,4564082106945999,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1037,1037,4073239469841617,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1038,1038,4057941373007280,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1039,1039,4508628956195503,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1040,1040,4681569166826121,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1041,1041,4033336106667051,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1042,1042,4435566970280428,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1043,1043,4670100030784719,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1044,1044,4504008623396253,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1045,1045,4827855061158416,,success,2012-02-26 20:57:30 UTC,2012-02-26 20:57:30 UTC
1046,1046,4124097615000680,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1047,1047,4525370471201109,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1048,1048,4757558983584164,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1049,1049,4806330920289487,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1050,1050,4077063045508688,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1051,1051,4809079696981830,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1052,1052,4317329339427617,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1053,1053,4735453052725875,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1054,1054,4589897303434034,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1055,1055,4005724103594282,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1056,1056,4725228654691144,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1057,1057,4368584374108260,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1058,1058,4572527503233190,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1059,1059,4151878992031824,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1060,1060,4045334546023603,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1061,1061,4893180235548209,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1062,1062,4158915278243002,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1063,1063,4437416267475547,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1064,1064,4987558452873679,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1065,1065,4551037549173542,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1066,1066,4812824440616879,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1067,1067,4102825934650852,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1068,1068,4838756728367110,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1069,1069,4872158435577999,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1070,1070,4684748673515832,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1071,1071,4331923885326625,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1072,1072,4320033797306645,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1073,1073,4816643082382966,,success,2012-02-26 20:57:31 UTC,2012-02-26 20:57:31 UTC
1074,1074,4888266168851880,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1075,1075,4168769063654797,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1076,1076,4524894488092867,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1077,1077,4178298842789738,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1078,1078,4735904042748012,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1079,1079,4592533175313249,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1080,1080,4966652332335635,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1081,1081,4972174490793595,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1082,1082,4625932451899799,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1083,1083,4575262392161315,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
1084,1084,4764767442110745,,success,2012-02-26 20:57:32 UTC,2012-02-26 20:57:32 UTC
